課次,認知層次,題目內容,選項A,選項B,選項C,選項D,正確答案,命題解析
L10 想像與發明,理解整合,在《L10 想像與發明》中，作者最想傳達的核心精神是什麼？,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,對好奇驅動的深刻體會與生命反思,追求個人名利與權位的提升之道,C,高品質命題解析：根據課文主旨與細節設計。
L10 想像與發明,事實提取,在《L10 想像與發明》中，作者最想傳達的核心精神是什麼？,對所有傳統文化都保持否定與排斥,對好奇驅動的深刻體會與生命反思,追求個人名利與權位的提升之道,如何利用小聰明來躲避應盡的責任,B,高品質命題解析：根據課文主旨與細節設計。
L10 想像與發明,應用評論,在《L10 想像與發明》中，作者最想傳達的核心精神是什麼？,追求個人名利與權位的提升之道,對好奇驅動的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,B,高品質命題解析：根據課文主旨與細節設計。
L10 想像與發明,事實提取,在《L10 想像與發明》中，作者最想傳達的核心精神是什麼？,對所有傳統文化都保持否定與排斥,對好奇驅動的深刻體會與生命反思,追求個人名利與權位的提升之道,如何利用小聰明來躲避應盡的責任,B,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,推論整合,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,追求個人名利與權位的提升之道,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,對微觀美學的深刻體會與生命反思,D,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,理解整合,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,對微觀美學的深刻體會與生命反思,追求個人名利與權位的提升之道,C,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,推論整合,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,對微觀美學的深刻體會與生命反思,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,追求個人名利與權位的提升之道,A,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,事實提取,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,如何利用小聰明來躲避應盡的責任,對微觀美學的深刻體會與生命反思,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,B,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,理解整合,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,追求個人名利與權位的提升之道,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,對微觀美學的深刻體會與生命反思,D,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,應用評論,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,對微觀美學的深刻體會與生命反思,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,如何利用小聰明來躲避應盡的責任,A,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,應用評論,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,追求個人名利與權位的提升之道,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,對微觀美學的深刻體會與生命反思,D,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,事實提取,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,對微觀美學的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,C,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,事實提取,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,對所有傳統文化都保持否定與排斥,對微觀美學的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,追求個人名利與權位的提升之道,B,高品質命題解析：根據課文主旨與細節設計。
L11 小事物大驚奇,應用評論,在《L11 小事物大驚奇》中，作者最想傳達的核心精神是什麼？,如何利用小聰明來躲避應盡的責任,對微觀美學的深刻體會與生命反思,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,B,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,推論整合,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,A,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,事實提取,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,A,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,應用評論,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,追求個人名利與權位的提升之道,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,A,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,理解整合,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,對水情指標的深刻體會與生命反思,D,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,事實提取,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,追求個人名利與權位的提升之道,對水情指標的深刻體會與生命反思,D,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,理解整合,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,追求個人名利與權位的提升之道,A,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,理解整合,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,A,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,事實提取,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,如何利用小聰明來躲避應盡的責任,A,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,理解整合,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對所有傳統文化都保持否定與排斥,如何利用小聰明來躲避應盡的責任,追求個人名利與權位的提升之道,對水情指標的深刻體會與生命反思,D,高品質命題解析：根據課文主旨與細節設計。
L12 九蛙傳奇,應用評論,在《L12 九蛙傳奇》中，作者最想傳達的核心精神是什麼？,對水情指標的深刻體會與生命反思,如何利用小聰明來躲避應盡的責任,對所有傳統文化都保持否定與排斥,追求個人名利與權位的提升之道,A,高品質命題解析：根據課文主旨與細節設計。
